+-----------------------------+--------------------------------------------------------------+------------+-------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                        |
| of the Block class in question. The actual final values may be different                                              |
| for different states of the block, or they may depend on a TileEntity etc.                                            |
+-----------------------------+--------------------------------------------------------------+------------+-------------+
| Mod name                    | Registry name                                                |   Hardness |  Resistance |
| Natural Pledge              | naturalpledge:iris_log0                                      |       2.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_log1                                      |       2.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_log2                                      |       2.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_log3                                      |       2.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks                                    |       2.00 |       15.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_black                         |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_black_full                    |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_blue                          |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_blue_full                     |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_brown                         |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_brown_full                    |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_cyan                          |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_cyan_full                     |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_gray                          |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_gray_full                     |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_green                         |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_green_full                    |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_light_blue                    |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_light_blue_full               |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_lime                          |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_lime_full                     |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_magenta                       |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_magenta_full                  |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_orange                        |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_orange_full                   |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_pink                          |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_pink_full                     |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_purple                        |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_purple_full                   |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_red                           |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_red_full                      |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_silver                        |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_silver_full                   |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_white                         |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_white_full                    |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_yellow                        |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_planks_slab_yellow_full                   |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:iris_sapling                                   |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:launch_trap                                    |       0.50 |        0.00 |
| Natural Pledge              | naturalpledge:prism_flame                                    |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:rainbow_dirt                                   |       0.50 |        0.00 |
| Natural Pledge              | naturalpledge:rainbow_leaves                                 |       0.20 |        1.00 |
| Natural Pledge              | naturalpledge:rainbow_log                                    |       2.00 |        0.00 |
| Natural Pledge              | naturalpledge:rainbow_planks                                 |       2.00 |       15.00 |
| Natural Pledge              | naturalpledge:rainbow_planks_slab                            |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:rainbow_planks_slab_full                       |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:root_trap                                      |       0.50 |        0.00 |
| Natural Pledge              | naturalpledge:sand_trap                                      |       0.50 |        0.00 |
| Natural Pledge              | naturalpledge:seal_leaves                                    |       0.20 |        1.00 |
| Natural Pledge              | naturalpledge:seal_log                                       |       2.00 |        0.00 |
| Natural Pledge              | naturalpledge:seal_planks                                    |       2.00 |       15.00 |
| Natural Pledge              | naturalpledge:seal_planks_slab                               |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:seal_planks_slab_full                          |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:seal_sapling                                   |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:signal_trap                                    |       0.50 |        0.00 |
| Natural Pledge              | naturalpledge:star                                           |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:storage                                        |       5.00 |       10.00 |
| Natural Pledge              | naturalpledge:thunder_leaves                                 |       0.20 |        1.00 |
| Natural Pledge              | naturalpledge:thunder_log                                    |       2.00 |        0.00 |
| Natural Pledge              | naturalpledge:thunder_planks                                 |       2.00 |       15.00 |
| Natural Pledge              | naturalpledge:thunder_planks_slab                            |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:thunder_planks_slab_full                       |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:thunder_sapling                                |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:thunder_trap                                   |       0.00 |        0.00 |
| Natural Pledge              | naturalpledge:wrath_trap                                     |       0.50 |        0.00 |
| NetherEx                    | nex:amethyst_block                                           |       5.00 |       30.00 |
| NetherEx                    | nex:amethyst_ore                                             |       3.00 |       15.00 |
| NetherEx                    | nex:basalt                                                   |       1.50 |       30.00 |
| NetherEx                    | nex:basalt_brick_fence_gate                                  |       0.00 |        0.00 |
| NetherEx                    | nex:basalt_brick_stairs                                      |       1.50 |       30.00 |
| NetherEx                    | nex:basalt_fence                                             |       1.50 |       30.00 |
| NetherEx                    | nex:basalt_fence_gate                                        |       0.00 |        0.00 |
| NetherEx                    | nex:basalt_pillar_fence_gate                                 |       0.00 |        0.00 |
| NetherEx                    | nex:basalt_pillar_stairs                                     |       1.50 |       30.00 |
| NetherEx                    | nex:basalt_slab                                              |       2.00 |       30.00 |
| NetherEx                    | nex:basalt_slab_double                                       |       2.00 |       30.00 |
| NetherEx                    | nex:basalt_smooth_fence_gate                                 |       0.00 |        0.00 |
| NetherEx                    | nex:basalt_smooth_stairs                                     |       1.50 |       30.00 |
| NetherEx                    | nex:basalt_stairs                                            |       1.50 |       30.00 |
| NetherEx                    | nex:basalt_wall                                              |       1.50 |       30.00 |
| NetherEx                    | nex:blue_fire                                                |       0.00 |        0.00 |
| NetherEx                    | nex:bone_chunk                                               |       2.00 |       15.00 |
| NetherEx                    | nex:bone_sliver                                              |       2.00 |       15.00 |
| NetherEx                    | nex:elder_mushroom                                           |       0.00 |        0.00 |
| NetherEx                    | nex:elder_mushroom_cap                                       |       0.20 |        1.00 |
| NetherEx                    | nex:elder_mushroom_stem                                      |       0.20 |        1.00 |
| NetherEx                    | nex:enoki_mushroom_cap                                       |       0.40 |        2.00 |
| NetherEx                    | nex:enoki_mushroom_stem                                      |       0.40 |        2.00 |
| NetherEx                    | nex:fiery_nether_brick_fence_gate                            |       0.00 |        0.00 |
| NetherEx                    | nex:fiery_nether_brick_stairs                                |       2.00 |       30.00 |
| NetherEx                    | nex:frostburn_ice                                            |       0.50 |        2.50 |
| NetherEx                    | nex:gloomy_nether_brick_fence_gate                           |       0.00 |        0.00 |
| NetherEx                    | nex:gloomy_nether_brick_stairs                               |       2.00 |       30.00 |
| NetherEx                    | nex:hyphae                                                   |       0.60 |        3.00 |
| NetherEx                    | nex:ichor                                                    |       0.00 |        0.00 |
| NetherEx                    | nex:icy_nether_brick_fence_gate                              |       0.00 |        0.00 |
| NetherEx                    | nex:icy_nether_brick_stairs                                  |       2.00 |       30.00 |
| NetherEx                    | nex:lively_nether_brick_fence_gate                           |       0.00 |        0.00 |
| NetherEx                    | nex:lively_nether_brick_stairs                               |       2.00 |       30.00 |
| NetherEx                    | nex:nether_brick                                             |       1.50 |       30.00 |
| NetherEx                    | nex:nether_brick_fence                                       |       1.50 |       30.00 |
| NetherEx                    | nex:nether_brick_fence_gate                                  |       0.00 |        0.00 |
| NetherEx                    | nex:nether_brick_slab                                        |       2.00 |       30.00 |
| NetherEx                    | nex:nether_brick_slab_double                                 |       2.00 |       30.00 |
| NetherEx                    | nex:nether_brick_wall                                        |       1.50 |       30.00 |
| NetherEx                    | nex:nether_portal                                            |      -1.00 |        0.00 |
| NetherEx                    | nex:netherrack                                               |       0.40 |        2.00 |
| NetherEx                    | nex:netherrack_path                                          |       0.40 |        2.00 |
| NetherEx                    | nex:quartz_fence_gate                                        |       0.00 |        0.00 |
| NetherEx                    | nex:quartz_ore                                               |       3.00 |       15.00 |
| NetherEx                    | nex:red_nether_brick_fence_gate                              |       0.00 |        0.00 |
| NetherEx                    | nex:red_nether_brick_stairs                                  |       2.00 |       30.00 |
| NetherEx                    | nex:rime_block                                               |       5.00 |       30.00 |
| NetherEx                    | nex:rime_ore                                                 |       3.00 |       15.00 |
| NetherEx                    | nex:soul_glass                                               |       0.30 |        1.50 |
| NetherEx                    | nex:soul_glass_pane                                          |       0.30 |        1.50 |
| NetherEx                    | nex:thornstalk                                               |       0.00 |        0.00 |
| NetherEx                    | nex:tilled_soul_sand                                         |       0.60 |        3.00 |
| NetherEx                    | nex:urn_of_sorrow                                            |       0.50 |        2.50 |
| NetherEx                    | nex:vanilla_fence                                            |       1.50 |       30.00 |
| NetherEx                    | nex:vanilla_slab                                             |       2.00 |       30.00 |
| NetherEx                    | nex:vanilla_slab_double                                      |       2.00 |       30.00 |
| NetherEx                    | nex:vanilla_wall                                             |       1.50 |       30.00 |
| NetherEx                    | nex:worn_iron                                                |       5.00 |       30.00 |
| Pickle Tweaks               | pickletweaks:dark_glass                                      |       1.00 |        5.00 |
| ProjectE                    | projecte:alchemical_chest                                    |      10.00 | 18000000.00 |
| ProjectE                    | projecte:collector_mk1                                       |       0.30 |        1.50 |
| ProjectE                    | projecte:collector_mk2                                       |       0.30 |        1.50 |
| ProjectE                    | projecte:collector_mk3                                       |       0.30 |        1.50 |
| ProjectE                    | projecte:condenser_mk1                                       |      10.00 | 18000000.00 |
| ProjectE                    | projecte:condenser_mk2                                       |      10.00 | 18000000.00 |
| ProjectE                    | projecte:dm_furnace                                          | 1000000.00 |  5000000.00 |
| ProjectE                    | projecte:dm_furnace_lit                                      | 1000000.00 |  5000000.00 |
| ProjectE                    | projecte:dm_pedestal                                         |       1.00 |        5.00 |
| ProjectE                    | projecte:fuel_block                                          |       0.50 |        2.50 |
| ProjectE                    | projecte:interdiction_torch                                  |       0.00 |        0.00 |
| ProjectE                    | projecte:matter_block                                        | 1000000.00 |  5000000.00 |
| ProjectE                    | projecte:nova_cataclysm                                      |       0.00 |        0.00 |
| ProjectE                    | projecte:nova_catalyst                                       |       0.00 |        0.00 |
| ProjectE                    | projecte:relay_mk1                                           |      10.00 |       50.00 |
| ProjectE                    | projecte:relay_mk2                                           |      10.00 |       50.00 |
| ProjectE                    | projecte:relay_mk3                                           |      10.00 |       50.00 |
| ProjectE                    | projecte:rm_furnace                                          | 1000000.00 |  5000000.00 |
| ProjectE                    | projecte:rm_furnace_lit                                      | 1000000.00 |  5000000.00 |
| ProjectE                    | projecte:transmutation_table                                 |      10.00 |       50.00 |
| Quality Tools               | qualitytools:reforging_station                               |       5.00 |     6000.00 |
| Scaling Health              | scalinghealth:crystalore                                     |       3.00 |       45.00 |
| Speedy Hoppers              | speedyhoppers:speedyhopper_mk1                               |       3.00 |       24.00 |
| Speedy Hoppers              | speedyhoppers:speedyhopper_mk2                               |       3.00 |       24.00 |
| Speedy Hoppers              | speedyhoppers:speedyhopper_mk3                               |       3.00 |       24.00 |
| The Beneath                 | beneath:teleporterbeneath                                    |      20.00 |    Infinity |
| Tomb Many Graves            | tombmanygraves:grave_block                                   |      -1.00 |      300.00 |
| Wards                       | wards:ward                                                   |       5.00 |       36.00 |
| Waystones                   | waystones:waystone                                           |       5.00 |     6000.00 |
+-----------------------------+--------------------------------------------------------------+------------+-------------+
| Mod name                    | Registry name                                                |   Hardness |  Resistance |
+-----------------------------+--------------------------------------------------------------+------------+-------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                        |
| of the Block class in question. The actual final values may be different                                              |
| for different states of the block, or they may depend on a TileEntity etc.                                            |
+-----------------------------+--------------------------------------------------------------+------------+-------------+
