+--------------------------------------------------------------------+--------------------------------------------------------------------+-------------------------------------------------------------------------------------------------------------------------+---------------------------------------------------+
| ID                                                                 | Name                                                               | Description                                                                                                             | Parent                                            |
| minecraft:recipes/misc/purple_dye                                  | minecraft:recipes/misc/purple_dye                                  | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/misc/red_dye_from_beetroot                       | minecraft:recipes/misc/red_dye_from_beetroot                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/misc/red_dye_from_poppy                          | minecraft:recipes/misc/red_dye_from_poppy                          | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/misc/red_dye_from_rose_bush                      | minecraft:recipes/misc/red_dye_from_rose_bush                      | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/misc/red_dye_from_tulip                          | minecraft:recipes/misc/red_dye_from_tulip                          | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/misc/slime_ball                                  | minecraft:recipes/misc/slime_ball                                  | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/misc/stick                                       | minecraft:recipes/misc/stick                                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/misc/sugar                                       | minecraft:recipes/misc/sugar                                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/misc/wheat                                       | minecraft:recipes/misc/wheat                                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/misc/writable_book                               | minecraft:recipes/misc/writable_book                               | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/misc/yellow_dye_from_dandelion                   | minecraft:recipes/misc/yellow_dye_from_dandelion                   | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/misc/yellow_dye_from_sunflower                   | minecraft:recipes/misc/yellow_dye_from_sunflower                   | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/acacia_door                             | minecraft:recipes/redstone/acacia_door                             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/acacia_fence_gate                       | minecraft:recipes/redstone/acacia_fence_gate                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/birch_door                              | minecraft:recipes/redstone/birch_door                              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/birch_fence_gate                        | minecraft:recipes/redstone/birch_fence_gate                        | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/comparator                              | minecraft:recipes/redstone/comparator                              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/dark_oak_door                           | minecraft:recipes/redstone/dark_oak_door                           | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/dark_oak_fence_gate                     | minecraft:recipes/redstone/dark_oak_fence_gate                     | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/daylight_detector                       | minecraft:recipes/redstone/daylight_detector                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/dispenser                               | minecraft:recipes/redstone/dispenser                               | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/dropper                                 | minecraft:recipes/redstone/dropper                                 | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/fence_gate                              | minecraft:recipes/redstone/fence_gate                              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/heavy_weighted_pressure_plate           | minecraft:recipes/redstone/heavy_weighted_pressure_plate           | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/hopper                                  | minecraft:recipes/redstone/hopper                                  | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/iron_door                               | minecraft:recipes/redstone/iron_door                               | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/iron_trapdoor                           | minecraft:recipes/redstone/iron_trapdoor                           | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/jungle_door                             | minecraft:recipes/redstone/jungle_door                             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/jungle_fence_gate                       | minecraft:recipes/redstone/jungle_fence_gate                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/lever                                   | minecraft:recipes/redstone/lever                                   | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/light_weighted_pressure_plate           | minecraft:recipes/redstone/light_weighted_pressure_plate           | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/noteblock                               | minecraft:recipes/redstone/noteblock                               | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/observer                                | minecraft:recipes/redstone/observer                                | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/piston                                  | minecraft:recipes/redstone/piston                                  | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/redstone                                | minecraft:recipes/redstone/redstone                                | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/redstone_block                          | minecraft:recipes/redstone/redstone_block                          | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/redstone_lamp                           | minecraft:recipes/redstone/redstone_lamp                           | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/redstone_torch                          | minecraft:recipes/redstone/redstone_torch                          | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/repeater                                | minecraft:recipes/redstone/repeater                                | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/spruce_door                             | minecraft:recipes/redstone/spruce_door                             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/spruce_fence_gate                       | minecraft:recipes/redstone/spruce_fence_gate                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/sticky_piston                           | minecraft:recipes/redstone/sticky_piston                           | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/stone_button                            | minecraft:recipes/redstone/stone_button                            | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/stone_pressure_plate                    | minecraft:recipes/redstone/stone_pressure_plate                    | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/tnt                                     | minecraft:recipes/redstone/tnt                                     | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/trapdoor                                | minecraft:recipes/redstone/trapdoor                                | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/trapped_chest                           | minecraft:recipes/redstone/trapped_chest                           | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/tripwire_hook                           | minecraft:recipes/redstone/tripwire_hook                           | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/wooden_button                           | minecraft:recipes/redstone/wooden_button                           | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/wooden_door                             | minecraft:recipes/redstone/wooden_door                             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/redstone/wooden_pressure_plate                   | minecraft:recipes/redstone/wooden_pressure_plate                   | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/root                                             | minecraft:recipes/root                                             | <null>                                                                                                                  | -                                                 |
| minecraft:recipes/tools/clock                                      | minecraft:recipes/tools/clock                                      | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/compass                                    | minecraft:recipes/tools/compass                                    | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/diamond_axe                                | minecraft:recipes/tools/diamond_axe                                | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/diamond_hoe                                | minecraft:recipes/tools/diamond_hoe                                | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/diamond_pickaxe                            | minecraft:recipes/tools/diamond_pickaxe                            | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/diamond_shovel                             | minecraft:recipes/tools/diamond_shovel                             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/fishing_rod                                | minecraft:recipes/tools/fishing_rod                                | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/flint_and_steel                            | minecraft:recipes/tools/flint_and_steel                            | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/golden_axe                                 | minecraft:recipes/tools/golden_axe                                 | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/golden_hoe                                 | minecraft:recipes/tools/golden_hoe                                 | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/golden_pickaxe                             | minecraft:recipes/tools/golden_pickaxe                             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/golden_shovel                              | minecraft:recipes/tools/golden_shovel                              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/iron_axe                                   | minecraft:recipes/tools/iron_axe                                   | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/iron_hoe                                   | minecraft:recipes/tools/iron_hoe                                   | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/iron_pickaxe                               | minecraft:recipes/tools/iron_pickaxe                               | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/iron_shovel                                | minecraft:recipes/tools/iron_shovel                                | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/lead                                       | minecraft:recipes/tools/lead                                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/shears                                     | minecraft:recipes/tools/shears                                     | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/stone_axe                                  | minecraft:recipes/tools/stone_axe                                  | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/stone_hoe                                  | minecraft:recipes/tools/stone_hoe                                  | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/stone_pickaxe                              | minecraft:recipes/tools/stone_pickaxe                              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/stone_shovel                               | minecraft:recipes/tools/stone_shovel                               | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/wooden_axe                                 | minecraft:recipes/tools/wooden_axe                                 | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/wooden_hoe                                 | minecraft:recipes/tools/wooden_hoe                                 | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/wooden_pickaxe                             | minecraft:recipes/tools/wooden_pickaxe                             | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/tools/wooden_shovel                              | minecraft:recipes/tools/wooden_shovel                              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/acacia_boat                       | minecraft:recipes/transportation/acacia_boat                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/activator_rail                    | minecraft:recipes/transportation/activator_rail                    | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/birch_boat                        | minecraft:recipes/transportation/birch_boat                        | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/boat                              | minecraft:recipes/transportation/boat                              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/carrot_on_a_stick                 | minecraft:recipes/transportation/carrot_on_a_stick                 | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/chest_minecart                    | minecraft:recipes/transportation/chest_minecart                    | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/dark_oak_boat                     | minecraft:recipes/transportation/dark_oak_boat                     | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/detector_rail                     | minecraft:recipes/transportation/detector_rail                     | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/furnace_minecart                  | minecraft:recipes/transportation/furnace_minecart                  | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/golden_rail                       | minecraft:recipes/transportation/golden_rail                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/hopper_minecart                   | minecraft:recipes/transportation/hopper_minecart                   | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/jungle_boat                       | minecraft:recipes/transportation/jungle_boat                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/minecart                          | minecraft:recipes/transportation/minecart                          | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/rail                              | minecraft:recipes/transportation/rail                              | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/spruce_boat                       | minecraft:recipes/transportation/spruce_boat                       | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:recipes/transportation/tnt_minecart                      | minecraft:recipes/transportation/tnt_minecart                      | <null>                                                                                                                  | minecraft:recipes/root                            |
| minecraft:story/cure_zombie_villager                               | [Zombie Doctor]                                                    | Weaken and then cure a zombie villager                                                                                  | minecraft:story/enter_the_nether                  |
| minecraft:story/deflect_arrow                                      | [Not Today, Thank You]                                             | Deflect an arrow with a shield                                                                                          | minecraft:story/obtain_armor                      |
| minecraft:story/enchant_item                                       | [Enchanter]                                                        | Enchant an item at an Enchanting Table                                                                                  | minecraft:story/mine_diamond                      |
| minecraft:story/enter_the_end                                      | [The End?]                                                         | Enter the End Portal                                                                                                    | minecraft:story/follow_ender_eye                  |
| minecraft:story/enter_the_nether                                   | [We Need to Go Deeper]                                             | Build, light and enter a Nether Portal                                                                                  | minecraft:story/form_obsidian                     |
| minecraft:story/follow_ender_eye                                   | [Eye Spy]                                                          | Follow an Ender Eye                                                                                                     | minecraft:story/enter_the_nether                  |
| minecraft:story/form_obsidian                                      | [Ice Bucket Challenge]                                             | Form and mine a block of Obsidian                                                                                       | minecraft:story/lava_bucket                       |
| minecraft:story/iron_tools                                         | [Isn't It Iron Pick]                                               | Upgrade your pickaxe                                                                                                    | minecraft:story/smelt_iron                        |
| minecraft:story/lava_bucket                                        | [Hot Stuff]                                                        | Fill a bucket with lava                                                                                                 | minecraft:story/smelt_iron                        |
| minecraft:story/mine_diamond                                       | [Diamonds!]                                                        | Acquire diamonds                                                                                                        | minecraft:story/iron_tools                        |
| minecraft:story/mine_stone                                         | [Stone Age]                                                        | Mine stone with your new pickaxe                                                                                        | minecraft:story/root                              |
| minecraft:story/obtain_armor                                       | [Suit Up]                                                          | Protect yourself with a piece of iron armor                                                                             | minecraft:story/smelt_iron                        |
| minecraft:story/root                                               | [Minecraft]                                                        | The heart and story of the game                                                                                         | -                                                 |
| minecraft:story/shiny_gear                                         | [Cover Me With Diamonds]                                           | Diamond armor saves lives                                                                                               | minecraft:story/mine_diamond                      |
| minecraft:story/smelt_iron                                         | [Acquire Hardware]                                                 | Smelt an iron ingot                                                                                                     | minecraft:story/upgrade_tools                     |
| minecraft:story/upgrade_tools                                      | [Getting an Upgrade]                                               | Construct a better pickaxe                                                                                              | minecraft:story/mine_stone                        |
| naturalpledge:naturalpledge/awakening                              | [Chaining Intention]                                               | Infuse the Divine into your Priestly Emblem                                                                             | naturalpledge:naturalpledge/focus                 |
| naturalpledge:naturalpledge/begin_ragnarok                         | [The 13th Apocalypse]                                              | Draw forth the blood of gods                                                                                            | naturalpledge:naturalpledge/root                  |
| naturalpledge:naturalpledge/create_aqua                            | [Blue Sky Fish]                                                    | Forge the storm into crystal from the power of Njord                                                                    | naturalpledge:naturalpledge/focus                 |
| naturalpledge:naturalpledge/create_fire                            | [Soleil]                                                           | Forge Embers from the power of Loki (not the dwarf kind)                                                                | naturalpledge:naturalpledge/focus                 |
| naturalpledge:naturalpledge/create_life                            | [Pitch-Black Forest]                                               | Forge the essence of new life from the power of Idunn                                                                   | naturalpledge:naturalpledge/focus                 |
| naturalpledge:naturalpledge/create_thunder                         | [Electric Angel]                                                   | Forge lightning into metal from the power of Thor                                                                       | naturalpledge:naturalpledge/focus                 |
| naturalpledge:naturalpledge/focus                                  | [Glass of Time]                                                    | Channel your soul through a Terrestrial Focus                                                                           | naturalpledge:naturalpledge/root                  |
| naturalpledge:naturalpledge/iridescence                            | [Platinum Disco]                                                   | Forge Iridescence from the power of Heimdall                                                                            | naturalpledge:naturalpledge/focus                 |
| naturalpledge:naturalpledge/ragnarok                               | [Celestial Symphony]                                               | Call forth the blood of gods                                                                                            | naturalpledge:naturalpledge/begin_ragnarok        |
| naturalpledge:naturalpledge/root                                   | [The New Millenium]                                                | Pledge your soul to a divinity                                                                                          | -                                                 |
| naturalpledge:naturalpledge/sacred_aqua                            | [Rising Hero]                                                      | Create the Arrows of Ascension from the true power of Njord                                                             | naturalpledge:naturalpledge/awakening             |
| naturalpledge:naturalpledge/sacred_flame                           | [Dawn of the Red Sea]                                              | Create the Fist of Perdition from the true power of Loki                                                                | naturalpledge:naturalpledge/awakening             |
| naturalpledge:naturalpledge/sacred_horn                            | [Lost One's Weeping]                                               | Create Gjallerhorn from the true power of Heimdall                                                                      | naturalpledge:naturalpledge/awakening             |
| naturalpledge:naturalpledge/sacred_life                            | [Eternal Song]                                                     | Create the Apples of Immortality from the true power of Idunn                                                           | naturalpledge:naturalpledge/awakening             |
| naturalpledge:naturalpledge/sacred_thunder                         | [God Slaying Machine]                                              | Create Mjolnir from the true power of Thor                                                                              | naturalpledge:naturalpledge/awakening             |
| projecte:alchemical_bag                                            | [Pocket storage!]                                                  | All the wonders of an alchemical chest, in your pocket.                                                                 | projecte:alchemical_chest                         |
| projecte:alchemical_chest                                          | [Storage Upgrade!]                                                 | A "little" chest upgrade.                                                                                               | projecte:root                                     |
| projecte:collector                                                 | [The power of the sun!]                                            | Now the fun begins.                                                                                                     | projecte:condenser                                |
| projecte:condenser                                                 | [Condense the world!]                                              | MORE DIAMONDS!                                                                                                          | projecte:alchemical_chest                         |
| projecte:dark_matter                                               | [All that Matters.]                                                | It looks... weird....                                                                                                   | projecte:root                                     |
| projecte:dark_matter_block                                         | [A block that Matters!]                                            | A block that Matters!                                                                                                   | projecte:dark_matter                              |
| projecte:dark_matter_furnace                                       | [Hot matter!]                                                      | A furnace is even better when made from dark matter.                                                                    | projecte:dark_matter_block                        |
| projecte:dark_matter_pickaxe                                       | [Using Matter on Matter]                                           | Because why not?                                                                                                        | projecte:dark_matter                              |
| projecte:klein_star_ein                                            | [EMC Batteries]                                                    | Storing EMC for a rainy day.                                                                                            | projecte:philosophers_stone                       |
| projecte:klein_star_omega                                          | [BIG EMC Batteries]                                                | Holding the universe in your pocket.                                                                                    | projecte:klein_star_ein                           |
| projecte:philosophers_stone                                        | [An alchemist's best friend!]                                      | Let's get things started! Craft a philosopher's stone                                                                   | projecte:root                                     |
| projecte:red_matter                                                | [Even better Matter!]                                              | The space time continuum may be broken.                                                                                 | projecte:dark_matter                              |
| projecte:red_matter_block                                          | [Red and shiny!]                                                   | Now you're getting somewhere!                                                                                           | projecte:red_matter                               |
| projecte:red_matter_furnace                                        | [Even hotter matter!]                                              | Wow, that thing is fast.                                                                                                | projecte:red_matter_block                         |
| projecte:red_matter_pickaxe                                        | [Is this thing safe?]                                              | Probably not.                                                                                                           | projecte:dark_matter_pickaxe                      |
| projecte:relay                                                     | [Power flowers!]                                                   | Linking collectors together for even more power.                                                                        | projecte:collector                                |
| projecte:root                                                      | [ProjectE]                                                         | Correspondent Commerce?                                                                                                 | -                                                 |
| projecte:transmutation_table                                       | [Transmute this into that!]                                        | The beginning (and end) of everything.                                                                                  | projecte:philosophers_stone                       |
| projecte:transmutation_tablet                                      | [Transmutation on the go!]                                         | And then you thought things couldn't get better.                                                                        | projecte:transmutation_table                      |
